time,leftArm_upperArmRotation_x,leftArm_upperArmRotation_y,leftArm_upperArmRotation_z,leftArm_lowerArmRotation_x,leftArm_lowerArmRotation_y,leftArm_lowerArmRotation_z,leftArm_handRotation_x,leftArm_handRotation_y,leftArm_handRotation_z,rightArm_upperArmRotation_x,rightArm_upperArmRotation_y,rightArm_upperArmRotation_z,rightArm_lowerArmRotation_x,rightArm_lowerArmRotation_y,rightArm_lowerArmRotation_z,rightArm_handRotation_x,rightArm_handRotation_y,rightArm_handRotation_z
0.2225466,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.50855,316.8435,12.77125,294.1934,66.66043,270,270,0
0.2299897,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.5085,316.8435,12.77127,294.1934,66.66045,270,270,0
0.2368867,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.50851,316.8435,12.77127,294.1933,66.66043,270,270,0
0.2434901,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.50855,316.8435,12.77125,294.1934,66.66043,270,270,0
0.2505236,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.5085,316.8435,12.77127,294.1934,66.66045,270,270,0
0.2570451,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.50851,316.8435,12.77127,294.1933,66.66043,270,270,0
0.2639138,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.50855,316.8435,12.77125,294.1934,66.66043,270,270,0
0.2709125,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.5085,316.8435,12.77127,294.1934,66.66045,270,270,0
0.2779555,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.50851,316.8435,12.77127,294.1933,66.66043,270,270,0
0.2846545,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.50855,316.8435,12.77125,294.1934,66.66043,270,270,0
0.2919956,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.5085,316.8435,12.77127,294.1934,66.66045,270,270,0
0.2989427,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.50851,316.8435,12.77127,294.1933,66.66043,270,270,0
0.3054595,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.50855,316.8435,12.77125,294.1934,66.66043,270,270,0
0.3125449,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.5085,316.8435,12.77127,294.1934,66.66045,270,270,0
0.3197903,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.50851,316.8435,12.77127,294.1933,66.66043,270,270,0
0.3265429,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.50855,316.8435,12.77125,294.1934,66.66043,270,270,0
0.3333979,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.5085,316.8435,12.77127,294.1934,66.66045,270,270,0
0.3399659,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.50851,316.8435,12.77127,294.1933,66.66043,270,270,0
0.3473219,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.50855,316.8435,12.77125,294.1934,66.66043,270,270,0
0.3510926,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.5085,316.8435,12.77127,294.1934,66.66045,270,270,0
0.3586423,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.50851,316.8435,12.77127,294.1933,66.66043,270,270,0
0.3657085,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.50855,316.8435,12.77125,294.1934,66.66043,270,270,0
0.3726291,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.5085,316.8435,12.77127,294.1934,66.66045,270,270,0
0.3796459,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.50851,316.8435,12.77127,294.1933,66.66043,270,270,0
0.3862165,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.50855,316.8435,12.77125,294.1934,66.66043,270,270,0
0.3932511,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.5085,316.8435,12.77127,294.1934,66.66045,270,270,0
0.4000607,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.50851,316.8435,12.77127,294.1933,66.66043,270,270,0
0.4072737,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.50855,316.8435,12.77125,294.1934,66.66043,270,270,0
0.4143308,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.5085,316.8435,12.77127,294.1934,66.66045,270,270,0
0.4212714,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.50851,316.8435,12.77127,294.1933,66.66043,270,270,0
0.4281691,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.50855,316.8435,12.77125,294.1934,66.66043,270,270,0
0.4352436,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.5085,316.8435,12.77127,294.1934,66.66045,270,270,0
0.4418119,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.50851,316.8435,12.77127,294.1933,66.66043,270,270,0
0.4488232,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.50855,316.8435,12.77125,294.1934,66.66043,270,270,0
0.4558185,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.5085,316.8435,12.77127,294.1934,66.66045,270,270,0
0.462723,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.50851,316.8435,12.77127,294.1933,66.66043,270,270,0
0.4666186,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.50855,316.8435,12.77125,294.1934,66.66043,270,270,0
0.4740692,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.5085,316.8435,12.77127,294.1934,66.66045,270,270,0
0.4809464,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.50851,316.8435,12.77127,294.1933,66.66043,270,270,0
0.4880007,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.50855,316.8435,12.77125,294.1934,66.66043,270,270,0
0.4950366,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.5085,316.8435,12.77127,294.1934,66.66045,270,270,0
0.5016964,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.50851,316.8435,12.77127,294.1933,66.66043,270,270,0
0.508592,301.9823,282.4915,43.15641,12.77126,65.80667,293.3396,270,90.00001,0,301.9822,77.50855,316.8435,12.77125,294.1934,66.66043,270,270,0
